customer_care_calls,customer_rating,prior_purchases,discount_offered,weight_in_gms,warehouse_block,mode_of_shipment,product_importance,gender,delivery_status,weight_category
2,5,7,12,1064,B,road,low,male,on_time,Low
4,1,3,2,4282,B,ship,low,male,late,High
6,3,4,8,1850,D,ship,medium,female,on_time,Low
3,1,6,3,2497,D,ship,medium,female,on_time,Low
4,2,3,2,5769,B,ship,medium,male,late,High
3,2,2,5,5393,D,ship,low,female,on_time,High
3,5,7,16,1052,B,ship,medium,female,on_time,Low
4,3,3,1,4914,C,road,low,female,on_time,High
7,4,4,9,1228,F,ship,low,female,late,Low
2,2,3,20,1823,D,ship,low,female,on_time,Low
5,1,5,6,1059,B,ship,medium,female,on_time,Low
4,3,3,35,1512,F,road,low,female,on_time,Low
3,3,2,19,3097,F,road,low,male,on_time,Low
5,1,3,6,4735,C,ship,medium,female,late,High
7,2,4,1,1085,A,flight,low,female,on_time,Low
4,1,2,8,5276,F,flight,medium,female,on_time,High
3,3,3,7,4068,A,ship,medium,female,on_time,High
4,4,3,10,4347,C,flight,low,male,on_time,High
3,5,3,4,4081,D,road,medium,male,on_time,High
5,2,5,4,1072,A,ship,low,female,on_time,Low
5,4,2,1,5008,D,ship,low,female,on_time,High
2,5,8,14,1396,F,ship,low,male,on_time,Low
2,2,3,1,4149,B,road,high,female,late,High
3,3,3,1,5896,A,ship,medium,female,on_time,High
3,4,2,58,1319,A,ship,medium,female,on_time,Low
4,1,3,61,3812,A,road,medium,female,on_time,High
4,5,4,65,1818,D,ship,low,male,on_time,Low
5,5,5,3,1687,C,road,medium,female,late,Low
4,2,3,4,4186,F,ship,medium,female,on_time,High
3,4,2,1,4427,F,flight,medium,female,late,High
3,5,3,8,4523,A,road,medium,female,late,High
3,1,3,11,1481,D,ship,low,female,on_time,Low
6,3,4,8,1741,C,road,medium,female,late,Low
4,1,4,2,4053,D,flight,low,male,late,High
5,5,3,1,4314,B,ship,medium,male,late,High
5,4,2,1,3709,D,ship,medium,female,on_time,High
4,4,3,10,4533,C,road,low,female,late,High
3,3,3,7,4439,C,ship,low,female,late,High
4,2,2,9,4334,A,ship,low,male,late,High
3,1,2,10,4412,F,flight,medium,female,on_time,High
3,3,2,1,5220,F,ship,medium,female,on_time,High
6,1,5,8,4292,A,flight,low,female,on_time,High
4,2,5,9,1438,C,road,medium,female,late,Low
4,3,3,9,5994,C,ship,low,female,on_time,High
4,3,3,2,4351,D,flight,medium,female,late,High
3,3,6,5,5777,B,ship,low,male,on_time,High
5,5,4,3,5447,A,road,low,male,late,High
3,2,2,7,5357,D,ship,medium,male,late,High
5,3,3,4,4134,C,road,low,male,on_time,High
3,2,2,58,1537,B,ship,low,female,on_time,Low
2,1,3,5,5982,A,road,low,female,on_time,High
6,3,4,5,1490,C,flight,low,female,on_time,Low
4,4,3,27,3967,A,road,high,female,on_time,High
3,2,2,8,5492,B,ship,low,female,late,High
5,4,2,2,5962,B,road,medium,female,late,High
3,2,8,9,4908,C,flight,low,female,late,High
3,4,2,9,5841,F,ship,medium,female,late,High
7,2,4,6,1513,B,flight,medium,female,late,Low
4,5,3,16,2332,D,ship,low,male,on_time,Low
6,3,4,4,1716,F,ship,medium,male,late,Low
6,1,4,2,1326,B,ship,medium,male,on_time,Low
4,5,6,1,1625,D,ship,low,female,late,Low
5,2,3,63,1807,C,ship,medium,male,on_time,Low
3,1,3,4,4495,C,flight,medium,female,on_time,High
4,3,2,52,1570,C,road,high,female,on_time,Low
7,4,3,33,1694,B,ship,low,female,on_time,Low
5,3,4,9,1729,F,ship,low,male,late,Low
4,2,5,38,3022,B,ship,high,female,on_time,Low
4,4,2,10,4508,F,ship,low,female,on_time,High
4,3,2,10,4195,F,ship,low,female,late,High
3,2,3,8,5783,F,road,medium,male,late,High
4,5,3,4,4809,D,ship,medium,female,late,High
4,1,2,2,5396,F,road,high,male,late,High
3,1,5,4,1171,B,ship,low,male,on_time,Low
4,1,2,65,1861,F,ship,high,female,on_time,Low
3,5,2,8,5241,F,road,medium,female,on_time,High
4,3,3,57,3599,C,ship,medium,male,on_time,Low
5,5,5,10,5418,C,flight,low,female,on_time,High
4,5,5,2,1996,C,flight,low,male,late,Low
4,4,3,2,5572,A,road,low,male,on_time,High
2,3,3,10,5997,A,road,low,male,late,High
4,2,4,7,5507,C,flight,low,male,on_time,High
4,1,4,22,3950,C,ship,low,female,on_time,High
3,1,4,18,1613,C,ship,low,male,on_time,Low
5,1,2,37,1671,D,ship,low,male,on_time,Low
4,2,2,1,4977,F,ship,low,female,late,High
4,4,2,3,4407,F,ship,medium,female,late,High
4,5,2,19,1940,D,ship,medium,female,on_time,Low
5,3,5,9,5431,D,ship,medium,male,on_time,High
5,3,3,3,5944,F,ship,low,female,on_time,High
3,5,7,7,4373,A,ship,low,female,on_time,High
4,2,2,5,4268,B,flight,medium,male,late,High
4,2,4,9,5038,A,ship,medium,male,late,High
4,4,2,9,4446,C,flight,high,female,on_time,High
5,4,4,7,5740,B,ship,low,female,late,High
4,2,3,33,3602,D,flight,medium,male,on_time,Low
6,1,4,2,1790,B,ship,medium,female,on_time,Low
3,2,3,7,1933,A,flight,low,male,on_time,Low
4,3,4,61,3583,B,ship,low,male,on_time,Low
5,5,5,4,1646,D,ship,low,male,late,Low
4,2,5,33,2854,C,ship,low,male,on_time,Low
5,1,2,4,5580,A,road,low,male,late,High
2,4,6,16,3605,F,ship,medium,female,on_time,Low
7,2,5,10,1722,D,ship,low,female,on_time,Low
4,1,3,2,5835,F,ship,low,male,on_time,High
4,5,5,4,5824,A,road,high,male,on_time,High
3,1,3,35,2258,D,ship,medium,male,on_time,Low
2,1,3,3,4120,D,ship,low,male,on_time,High
4,5,5,1,5999,F,ship,low,female,on_time,High
6,3,3,8,4651,D,ship,low,female,on_time,High
4,4,4,65,2280,D,road,low,male,on_time,Low
4,1,2,5,5182,A,ship,medium,female,late,High
5,2,3,48,1517,C,flight,low,male,on_time,Low
4,3,10,7,5317,F,ship,high,male,late,High
4,1,4,7,5264,D,ship,high,male,late,High
4,2,3,9,4163,A,ship,low,female,late,High
3,4,10,5,5479,F,ship,low,male,late,High
4,4,5,4,1668,D,flight,medium,female,late,Low
5,4,3,46,3709,F,ship,medium,male,on_time,High
5,2,2,8,4047,F,ship,medium,male,on_time,High
3,4,3,46,3223,F,ship,medium,female,on_time,Low
4,4,3,9,4469,F,ship,medium,male,late,High
4,3,3,1,4360,B,ship,low,female,on_time,High
4,1,5,6,4001,F,road,medium,male,on_time,High
5,1,5,5,1970,B,ship,low,female,late,Low
4,3,6,2,5405,C,ship,medium,male,late,High
2,2,3,1,5289,A,ship,low,male,late,High
5,5,5,9,1812,D,ship,medium,male,late,Low
4,2,3,5,1674,A,ship,medium,male,on_time,Low
5,4,2,2,5618,D,ship,low,male,on_time,High
5,3,5,5,1399,C,ship,medium,female,late,Low
5,5,5,2,1693,F,ship,medium,male,on_time,Low
3,1,3,9,5093,A,road,high,female,late,High
3,1,4,4,5006,B,ship,medium,female,late,High
5,1,2,44,1647,B,ship,low,male,on_time,Low
5,4,5,4,4814,A,flight,high,female,late,High
3,2,4,10,5891,B,ship,low,female,late,High
4,4,5,8,4793,F,road,low,male,late,High
4,5,3,1,4377,F,ship,low,male,on_time,High
5,4,7,9,4272,D,ship,medium,female,late,High
4,5,2,8,5767,F,ship,low,female,on_time,High
7,5,4,9,1754,A,ship,medium,female,on_time,Low
5,2,6,1,1199,F,road,low,male,late,Low
3,4,3,6,4050,D,ship,low,female,late,High
6,2,4,1,1815,D,ship,low,female,on_time,Low
4,4,5,36,2995,A,road,medium,female,on_time,Low
4,3,2,1,2336,C,ship,medium,male,on_time,Low
4,4,2,37,1447,B,flight,medium,male,on_time,Low
6,5,4,8,1274,C,ship,low,female,late,Low
3,5,2,2,4232,D,ship,low,female,on_time,High
6,1,6,8,4243,C,ship,medium,female,on_time,High
6,5,4,2,1221,D,flight,low,female,late,Low
6,5,4,8,1028,F,road,low,male,on_time,Low
7,2,4,9,1096,F,ship,medium,female,on_time,Low
5,1,3,31,1435,B,ship,medium,male,on_time,Low
3,2,10,28,1940,A,ship,high,female,on_time,Low
2,2,4,5,5382,A,flight,high,male,late,High
4,3,10,8,4337,A,ship,medium,male,late,High
3,5,2,60,1840,D,ship,medium,male,on_time,Low
7,3,4,2,1038,F,ship,low,male,on_time,Low
5,5,6,26,1184,F,ship,medium,female,on_time,Low
5,3,5,1,1424,B,ship,low,female,late,Low
4,4,2,10,5192,F,ship,low,female,late,High
3,5,4,2,5294,B,road,low,male,late,High
3,5,2,10,5619,B,ship,low,male,late,High
3,5,2,1,4108,F,ship,medium,male,on_time,High
3,2,2,4,4245,D,road,low,female,on_time,High
5,2,4,5,1149,C,ship,low,male,late,Low
4,3,2,2,5442,D,road,medium,female,late,High
3,5,3,53,3670,C,ship,medium,male,on_time,High
5,4,6,6,1049,C,ship,low,female,on_time,Low
4,1,5,1,5559,B,ship,low,male,on_time,High
6,2,4,2,1256,A,road,low,male,on_time,Low
3,2,3,2,5739,F,ship,high,female,late,High
5,5,2,1,4883,A,flight,low,male,on_time,High
4,3,3,9,4868,C,ship,medium,female,on_time,High
4,4,10,3,4202,C,ship,low,male,late,High
3,4,3,7,5313,F,ship,medium,male,late,High
4,4,3,3,4596,A,flight,medium,female,late,High
6,3,4,3,1498,D,road,medium,female,on_time,Low
3,4,4,2,1059,C,road,low,male,on_time,Low
4,2,3,8,5865,F,ship,low,female,late,High
4,1,2,61,1770,A,ship,low,male,on_time,Low
3,4,3,1,5922,A,road,high,male,on_time,High
5,2,3,38,2211,F,ship,low,male,on_time,Low
6,2,4,5,1248,C,road,low,female,on_time,Low
6,1,4,4,1449,F,ship,low,female,on_time,Low
4,4,3,3,5749,F,ship,low,female,on_time,High
3,1,2,1,1021,B,flight,low,male,on_time,Low
5,4,5,2,1713,B,ship,low,female,late,Low
7,1,4,3,1482,B,ship,low,female,late,Low
3,1,2,10,5642,F,road,low,female,on_time,High
4,4,7,10,5901,A,ship,medium,female,late,High
5,4,2,5,4554,A,flight,low,male,on_time,High
3,1,2,16,1731,D,ship,medium,female,on_time,Low
5,4,2,10,4277,F,ship,low,female,late,High
6,4,4,6,1890,F,road,low,male,on_time,Low
4,4,5,4,1344,B,flight,medium,male,late,Low
4,4,4,8,4747,D,ship,medium,male,on_time,High
4,4,2,7,4684,C,ship,low,female,late,High
5,3,4,32,3893,A,ship,medium,female,on_time,High
4,2,3,1,4076,D,ship,low,female,late,High
3,5,4,9,4541,F,ship,low,female,late,High
4,4,4,8,1777,F,ship,low,female,on_time,Low
4,5,2,15,2457,C,road,low,female,on_time,Low
7,5,4,1,1347,A,ship,medium,female,late,Low
2,5,2,50,3859,A,ship,low,female,on_time,High
4,5,2,8,5234,F,ship,medium,female,late,High
7,3,4,3,1670,A,ship,low,female,late,Low
4,1,2,39,1362,F,ship,high,male,on_time,Low
3,1,2,2,5815,C,ship,medium,female,late,High
4,4,2,36,2861,B,ship,low,male,on_time,Low
4,2,6,5,4880,C,ship,medium,male,on_time,High
6,3,4,10,1174,C,ship,low,male,late,Low
5,4,7,3,4723,F,ship,medium,male,late,High
4,4,2,2,4297,C,ship,low,female,on_time,High
5,2,3,7,5323,C,ship,high,male,on_time,High
5,5,5,5,1868,D,ship,medium,female,on_time,Low
4,2,2,4,4299,A,ship,low,male,on_time,High
4,4,3,3,4202,D,ship,high,female,on_time,High
4,2,3,1,5821,B,ship,low,male,late,High
3,2,4,7,4486,F,ship,medium,female,late,High
5,2,8,10,4583,A,ship,low,female,late,High
4,3,5,2,5242,B,ship,low,female,on_time,High
2,5,3,3,5964,B,road,medium,female,late,High
3,4,6,8,4134,A,flight,low,female,late,High
4,1,3,29,3347,B,ship,medium,female,on_time,Low
7,5,4,5,1975,F,flight,low,female,late,Low
4,4,3,13,2080,B,ship,low,male,on_time,Low
3,1,4,35,3648,A,ship,low,female,on_time,High
5,2,5,65,1994,C,ship,low,male,on_time,Low
4,3,3,42,2332,F,ship,low,female,on_time,Low
4,5,3,42,3121,C,ship,medium,female,on_time,Low
4,5,3,8,4125,A,ship,medium,male,late,High
4,3,6,2,1898,C,ship,low,male,late,Low
4,3,2,3,5546,C,flight,low,male,late,High
5,4,5,4,1991,D,ship,low,female,on_time,Low
4,2,2,22,1322,F,ship,low,male,on_time,Low
4,5,2,62,2267,F,ship,low,male,on_time,Low
3,4,3,10,4670,B,ship,medium,male,on_time,High
3,4,3,1,4387,A,ship,low,male,late,High
5,5,3,4,5724,F,ship,high,male,on_time,High
4,2,3,58,3943,D,ship,low,male,on_time,High
4,3,6,9,1909,B,ship,medium,female,on_time,Low
6,1,4,7,1767,A,ship,low,male,late,Low
3,3,3,35,1459,F,flight,high,male,on_time,Low
4,1,2,10,4577,C,ship,medium,female,on_time,High
4,4,2,9,5637,D,ship,low,male,late,High
3,5,10,1,4929,A,ship,high,female,on_time,High
3,2,3,7,4121,D,ship,medium,female,late,High
5,1,5,10,1713,B,flight,low,female,late,Low
5,1,5,47,1727,D,ship,low,female,on_time,Low
3,5,3,1,5650,C,ship,medium,male,on_time,High
5,3,2,10,5194,B,ship,medium,female,on_time,High
4,5,3,8,5694,A,ship,low,female,late,High
5,5,5,7,1819,F,flight,medium,male,late,Low
4,4,3,4,5393,B,ship,low,male,on_time,High
5,4,3,61,2606,F,ship,medium,male,on_time,Low
3,5,3,1,4803,F,flight,low,male,late,High
5,1,2,27,2451,F,ship,low,male,on_time,Low
5,4,6,6,4403,B,road,medium,male,late,High
3,2,7,5,4716,C,ship,medium,female,late,High
3,2,2,65,3776,F,ship,medium,female,on_time,High
5,3,6,34,2936,F,flight,low,female,on_time,Low
3,4,3,37,1523,A,ship,low,male,on_time,Low
4,5,3,26,2053,F,ship,high,male,on_time,Low
5,5,6,3,1861,C,ship,low,female,late,Low
4,5,7,2,4299,F,ship,low,female,late,High
3,2,3,8,5006,A,ship,medium,male,on_time,High
6,4,4,8,1437,B,road,medium,female,on_time,Low
3,4,3,2,5272,F,road,low,female,late,High
5,5,3,41,1462,C,flight,low,male,on_time,Low
3,2,2,32,1791,F,flight,low,male,on_time,Low
2,2,4,4,5817,F,ship,low,male,late,High
4,1,5,6,1727,D,flight,low,female,on_time,Low
3,2,3,52,2874,C,ship,medium,male,on_time,Low
4,1,4,5,5420,F,ship,low,male,on_time,High
2,3,10,1,5632,B,ship,high,female,late,High
3,3,3,8,5953,D,ship,medium,male,on_time,High
3,3,3,2,3995,C,ship,medium,female,on_time,High
4,5,3,8,5923,F,flight,low,female,late,High
5,4,3,2,4397,B,road,high,female,on_time,High
4,5,3,6,3361,A,ship,low,female,on_time,Low
3,3,4,4,4662,A,ship,low,female,on_time,High
4,1,3,8,5127,D,flight,low,male,late,High
4,1,2,6,5566,A,ship,medium,male,late,High
3,3,3,8,4568,C,flight,medium,male,late,High
3,1,3,6,5371,F,ship,medium,male,late,High
5,2,3,27,2999,D,flight,low,male,on_time,Low
4,1,3,4,4574,D,ship,low,male,late,High
5,3,2,63,2715,B,flight,high,female,on_time,Low
4,1,2,2,5911,C,ship,low,male,late,High
3,2,4,9,5112,D,ship,low,female,on_time,High
3,1,5,58,2544,D,flight,medium,female,on_time,Low
2,3,3,7,4632,D,ship,low,female,late,High
4,5,2,2,4806,F,ship,medium,female,on_time,High
4,4,3,41,3280,F,road,medium,female,on_time,Low
3,5,3,48,1635,A,flight,medium,female,on_time,Low
5,4,5,1,5779,D,ship,medium,male,on_time,High
6,1,4,2,1071,D,ship,low,female,late,Low
3,5,3,7,4296,D,ship,medium,male,late,High
5,2,3,1,5189,F,ship,low,male,on_time,High
3,4,2,41,3973,B,ship,high,female,on_time,High
3,1,2,51,3976,F,ship,medium,female,on_time,High
4,3,3,44,1320,C,ship,low,female,on_time,Low
5,5,5,5,1252,B,ship,low,male,late,Low
5,1,4,37,1658,F,ship,low,male,on_time,Low
4,4,10,3,4152,D,road,low,female,on_time,High
6,5,3,10,5307,F,ship,low,female,late,High
5,5,5,5,1852,C,ship,low,male,on_time,Low
3,2,5,5,4130,C,flight,low,male,on_time,High
3,4,2,7,5553,D,road,medium,male,late,High
3,4,3,3,4449,D,road,low,female,late,High
3,2,6,63,1953,A,ship,medium,male,on_time,Low
5,3,3,1,2434,D,road,medium,female,on_time,Low
5,4,2,38,2770,C,ship,medium,male,on_time,Low
3,4,2,2,5016,D,road,medium,female,on_time,High
6,5,4,10,2756,A,road,high,male,on_time,Low
4,5,2,59,3088,F,flight,low,male,on_time,Low
3,3,4,8,5595,B,flight,low,male,on_time,High
4,3,3,8,5069,B,ship,medium,female,on_time,High
5,4,3,9,5135,B,ship,low,male,on_time,High
5,1,2,22,3713,F,ship,medium,female,on_time,High
3,5,2,7,4809,F,ship,medium,female,late,High
3,2,3,2,4660,D,ship,low,male,on_time,High
3,5,2,3,5287,B,ship,high,male,on_time,High
3,2,6,9,5418,A,road,medium,male,on_time,High
3,3,3,8,1869,C,ship,medium,female,on_time,Low
3,2,2,2,5033,A,ship,low,female,on_time,High
4,5,10,9,5085,B,ship,medium,male,on_time,High
4,5,3,8,5653,C,flight,high,female,on_time,High
2,3,3,10,4779,F,flight,medium,female,late,High
3,5,6,8,4692,C,flight,low,male,on_time,High
3,4,2,9,4211,D,ship,low,male,late,High
3,1,3,5,4971,F,ship,low,male,on_time,High
4,2,3,28,1915,D,ship,low,female,on_time,Low
4,4,3,47,3307,F,ship,medium,female,on_time,Low
4,5,2,9,5055,D,ship,medium,male,on_time,High
3,5,2,10,5559,B,flight,low,female,on_time,High
2,2,3,35,1349,B,road,high,female,on_time,Low
5,4,3,55,2758,F,ship,low,male,on_time,Low
4,4,3,9,5458,F,ship,low,male,late,High
4,1,3,8,4795,A,flight,high,male,late,High
5,5,5,2,1128,C,flight,low,female,late,Low
3,2,4,3,5527,D,ship,low,female,late,High
3,3,2,2,4350,C,ship,low,male,late,High
4,2,2,1,5939,A,ship,low,female,on_time,High
5,1,2,15,3798,C,ship,low,male,on_time,High
6,3,4,6,1335,F,flight,low,male,late,Low
4,4,4,8,2306,D,road,medium,male,on_time,Low
4,4,3,52,3128,D,ship,low,female,on_time,Low
4,3,3,6,4832,F,flight,medium,female,on_time,High
3,4,8,6,4146,B,ship,medium,female,late,High
4,3,2,7,5814,A,road,low,male,late,High
4,3,2,29,1010,B,ship,medium,female,on_time,Low
4,4,5,5,1065,B,road,low,female,on_time,Low
4,4,5,5,1178,F,flight,low,female,on_time,Low
4,1,3,5,4133,F,flight,medium,male,late,High
5,3,3,41,1204,F,flight,low,male,on_time,Low
5,5,2,50,3914,D,road,high,male,on_time,High
3,2,2,63,1767,B,ship,low,male,on_time,Low
6,3,4,8,1397,A,road,medium,female,on_time,Low
4,4,4,12,1899,A,ship,low,male,on_time,Low
3,1,3,10,5726,F,flight,medium,female,late,High
5,1,4,3,1663,F,road,low,female,on_time,Low
5,3,5,12,2722,B,ship,low,male,on_time,Low
3,5,10,32,2931,A,ship,medium,male,on_time,Low
4,4,2,9,5095,A,ship,medium,male,late,High
3,2,2,7,4305,F,ship,low,female,late,High
5,5,3,7,5559,F,road,medium,male,on_time,High
3,1,2,38,2195,F,road,medium,male,on_time,Low
5,3,3,58,1218,F,ship,medium,male,on_time,Low
6,1,2,12,2112,A,ship,medium,female,on_time,Low
2,4,2,65,1738,B,ship,medium,female,on_time,Low
2,5,5,43,1638,D,ship,low,male,on_time,Low
5,4,7,48,2466,B,road,medium,female,on_time,Low
2,1,2,49,1177,C,road,low,female,on_time,Low
4,4,2,2,4290,D,ship,low,female,late,High
4,5,5,2,1066,C,flight,medium,male,on_time,Low
3,1,3,61,3582,F,ship,medium,female,on_time,Low
5,4,5,4,1522,A,road,low,male,on_time,Low
5,3,2,10,5279,F,ship,low,male,on_time,High
6,5,4,1,1629,C,ship,low,female,on_time,Low
4,3,3,3,4846,F,road,low,female,on_time,High
5,4,4,4,5911,B,flight,low,male,on_time,High
3,2,4,4,4410,C,ship,medium,male,on_time,High
4,2,3,4,5919,B,road,low,male,late,High
5,3,4,11,3676,D,ship,medium,female,on_time,High
4,5,3,4,5017,A,ship,medium,female,late,High
4,3,3,18,2849,F,road,high,female,on_time,Low
4,2,3,48,1393,F,ship,low,female,on_time,Low
5,2,6,5,1097,A,road,medium,female,late,Low
3,1,2,60,1925,B,flight,low,male,on_time,Low
3,3,2,16,2577,D,ship,medium,female,on_time,Low
2,2,3,15,2481,C,ship,medium,male,on_time,Low
4,4,3,9,4314,B,ship,low,male,late,High
3,1,2,5,4906,D,road,medium,male,on_time,High
5,3,5,44,1269,F,flight,medium,male,on_time,Low
4,3,2,10,4486,C,ship,low,male,on_time,High
4,3,2,6,5266,F,ship,low,male,on_time,High
5,2,7,8,5519,D,ship,medium,female,on_time,High
4,1,2,8,4930,F,ship,medium,female,late,High
3,3,4,3,4154,A,flight,high,male,on_time,High
4,3,2,2,4169,D,ship,medium,female,on_time,High
5,1,3,1,5725,F,ship,low,male,late,High
4,5,5,8,1040,A,ship,low,female,on_time,Low
4,4,3,8,5206,C,ship,low,female,on_time,High
6,3,2,21,3869,C,ship,medium,male,on_time,High
4,3,5,3,1634,F,ship,medium,female,on_time,Low
5,4,4,7,4200,B,road,medium,female,on_time,High
3,4,2,7,5346,C,ship,medium,female,late,High
3,5,4,3,5831,F,ship,low,male,on_time,High
6,3,4,32,2532,F,ship,medium,female,on_time,Low
4,4,3,8,4348,C,flight,low,male,late,High
3,2,3,29,1187,B,flight,medium,female,on_time,Low
5,5,4,4,5909,A,ship,medium,female,late,High
3,5,3,5,5750,A,flight,high,female,late,High
3,4,4,10,5537,A,flight,high,male,late,High
4,3,4,1,4812,C,ship,medium,male,on_time,High
5,1,4,47,1443,F,ship,low,female,on_time,Low
4,3,3,5,5118,D,ship,low,female,late,High
3,3,6,61,2298,F,ship,medium,female,on_time,Low
5,2,6,8,1170,F,road,low,male,on_time,Low
4,1,2,16,2504,C,ship,high,male,on_time,Low
3,2,3,15,1710,D,ship,medium,female,on_time,Low
6,3,7,7,5030,B,flight,medium,male,on_time,High
3,5,2,6,4350,F,ship,medium,male,late,High
4,2,5,8,1246,B,road,low,female,late,Low
4,1,6,7,1415,D,ship,medium,male,on_time,Low
3,2,10,7,5305,F,ship,high,female,late,High
5,4,6,4,1255,A,ship,low,male,on_time,Low
5,5,3,27,3039,F,ship,medium,female,on_time,Low
3,5,2,1,3947,F,road,medium,female,on_time,High
5,1,2,2,4079,C,ship,low,male,on_time,High
4,2,8,2,5012,B,ship,medium,female,on_time,High
3,3,2,18,2435,D,ship,low,male,on_time,Low
4,2,3,6,5381,F,flight,low,male,late,High
4,1,2,3,4696,B,ship,medium,male,late,High
4,1,3,24,1066,A,ship,high,female,on_time,Low
3,1,3,10,4120,A,ship,low,female,late,High
5,1,2,48,3717,F,ship,medium,female,on_time,High
3,5,5,10,5302,C,ship,low,female,on_time,High
3,2,3,1,5757,B,ship,medium,female,late,High
5,4,3,2,5672,D,ship,medium,female,on_time,High
5,3,5,6,1681,F,ship,low,female,late,Low
3,3,2,10,5364,B,ship,high,female,on_time,High
4,4,4,6,5051,C,road,medium,female,late,High
5,1,2,9,5008,A,flight,high,male,late,High
3,3,2,4,4746,D,flight,low,male,late,High
3,4,2,1,5844,F,ship,low,female,late,High
4,2,3,7,4477,D,ship,medium,female,on_time,High
3,2,4,1,5831,B,ship,high,male,on_time,High
3,5,2,6,5974,B,ship,low,male,on_time,High
4,1,3,30,1731,B,ship,low,male,on_time,Low
3,4,2,46,3108,A,ship,medium,male,on_time,Low
3,3,2,2,4336,B,ship,medium,female,late,High
4,2,3,10,1928,C,road,medium,female,on_time,Low
3,2,4,52,1329,A,flight,medium,male,on_time,Low
5,3,2,10,5149,A,ship,medium,male,late,High
4,2,5,8,4209,C,ship,medium,female,late,High
5,4,3,3,5320,B,ship,low,female,on_time,High
3,1,8,4,4290,F,ship,medium,female,late,High
4,3,10,34,3935,B,road,low,male,on_time,High
4,3,3,6,5054,B,ship,medium,female,on_time,High
4,1,3,5,5323,B,ship,low,female,late,High
4,1,3,3,5520,B,ship,high,male,on_time,High
3,5,2,9,5832,F,ship,medium,female,late,High
7,5,4,2,1330,D,road,low,male,on_time,Low
4,2,6,5,1689,B,road,medium,female,late,Low
4,3,2,6,4005,A,ship,low,female,late,High
4,3,3,1,4219,F,ship,medium,male,late,High
5,2,5,5,1659,A,ship,medium,male,late,Low
3,1,2,1,5703,B,ship,medium,male,late,High
4,5,5,2,1357,F,ship,low,male,on_time,Low
6,3,4,7,1132,C,flight,medium,female,on_time,Low
4,2,3,2,5252,B,ship,medium,female,on_time,High
2,3,2,36,1210,F,ship,medium,male,on_time,Low
3,2,4,3,5449,C,ship,low,female,on_time,High
3,2,3,11,3708,D,ship,low,male,on_time,High
5,2,5,7,1524,F,flight,medium,male,late,Low
6,1,4,3,1181,A,ship,low,male,on_time,Low
4,5,4,7,4978,F,flight,low,male,on_time,High
6,5,4,9,1413,B,flight,low,male,late,Low
4,5,3,5,4732,A,flight,low,female,late,High
4,1,4,6,4432,F,ship,low,male,on_time,High
2,2,3,1,1162,F,ship,medium,female,on_time,Low
3,1,3,5,5676,B,ship,medium,male,on_time,High
3,2,4,3,4199,A,ship,low,female,on_time,High
3,2,2,3,2261,B,ship,low,male,on_time,Low
5,3,4,2,5396,B,road,low,female,late,High
4,4,4,2,1461,A,ship,medium,male,on_time,Low
4,3,3,6,4894,C,ship,low,female,on_time,High
3,4,3,37,3492,D,ship,medium,female,on_time,Low
4,3,3,5,5743,B,flight,low,male,on_time,High
5,5,2,4,4812,B,flight,medium,male,late,High
4,2,3,5,4746,D,ship,low,male,late,High
4,1,2,7,5599,C,road,high,female,on_time,High
3,1,3,6,4953,D,ship,low,female,late,High
